iframe,domain_age,longest_words_raw,nb_hyperlinks,links_in_tags,tld_in_subdomain,ratio_digits_url,ratio_extRedirection,char_repeat,nb_dots,ratio_extErrors,ratio_extHyperlinks,nb_eq,length_url,google_index,ip,domain_in_title,ratio_digits_host,phish_hints,page_rank,length_hostname,login_form,longest_word_path,avg_word_path,nb_slash,empty_title,ratio_intHyperlinks,safe_anchor,avg_word_host,web_traffic,nb_www,shortest_word_host,nb_qm,prefix_suffix,status
0,-1,7,11,100.0,0,0.0,0.0,3,6,0.0,0.0,1,68,1,0,1,0.0,1,0,18,0,5,3.777777778,5,0,1.0,100.0,5.0,4509050,1,3,1,0,1
0,2926,16,0,0.0,0,0.0,0.0,3,3,0.0,0.0,0,61,1,0,1,0.0,1,1,24,0,8,5.0,6,1,0.0,0.0,9.5,0,1,3,0,0,1
0,134,23,42,75.0,0,0.074468085,0.0,1,3,0.0,0.095238095,1,94,1,0,1,0.0,0,2,20,0,23,8.428571429,4,0,0.904761905,0.0,7.5,0,0,4,1,0,1
0,7298,9,768,23.07692308,0,0.0,0.2037037039999999,1,2,0.018518519,0.0703125,0,31,0,0,1,0.0,0,5,22,0,0,0.0,3,0,0.9296875,97.6022567,8.5,236183,0,8,0,0,0
0,-1,9,4,100.0,0,0.0,0.0,1,2,0.0,0.0,0,71,1,0,1,0.0,3,0,11,0,9,5.625,8,0,1.0,100.0,8.0,10431514,0,8,0,1,1
0,7371,12,261,76.92307692,0,0.0,0.71875,3,3,0.0,0.122605364,0,50,1,0,1,0.0,0,5,15,0,12,6.0,5,0,0.8773946359999999,89.86175115,5.0,1303460,1,3,0,0,0
0,-1,32,11,100.0,0,0.141304348,0.0,1,2,0.0,0.0,0,92,1,1,1,0.0,3,1,22,0,32,9.333333333,8,0,1.0,0.0,15.0,0,0,15,0,1,1
0,-1,11,70,90.0,0,0.0,0.0,4,3,0.0,0.128571429,0,78,1,0,1,0.0,0,4,17,0,11,6.571428571,6,0,0.8714285709999999,37.5,4.5,77959,1,3,0,1,0
0,1963,40,23,90.90909091,0,0.3913043479999999,0.0,2,2,0.0,0.130434783,0,69,0,1,1,0.0,0,3,20,0,40,40.0,3,0,0.869565217,0.0,7.5,5967691,0,4,0,0,1
0,5626,36,0,0.0,0,0.115384615,0.0,3,4,0.0,0.0,0,78,1,1,1,0.130434783,0,5,69,0,0,0.0,3,1,0.0,0.0,10.0,0,0,1,0,0,1
0,-1,11,331,85.71428571,0,0.0,0.111111111,6,2,0.111111111,0.054380665,0,27,0,0,1,0.0,0,2,18,0,0,0.0,3,0,0.945619335,61.53846154,7.0,201422,1,3,0,0,0
0,3593,10,0,0.0,0,0.0,0.0,3,2,0.0,0.0,0,29,1,0,1,0.0,0,0,18,0,2,2.0,4,1,0.0,0.0,6.5,8552690,1,3,0,0,1
0,2403,9,1,100.0,0,0.123287671,0.0,6,5,0.0,0.0,1,73,0,1,1,0.0,0,3,16,0,9,4.333333333,7,0,1.0,0.0,5.5,790268,1,3,1,0,1
0,72,14,1,0.0,0,0.0,0.0,2,3,0.0,0.0,1,75,1,0,1,0.0,0,0,18,0,8,5.125,5,0,1.0,0.0,14.0,0,0,14,1,0,1
0,3452,9,0,0.0,0,0.333333333,0.0,6,3,0.0,0.0,0,84,1,1,1,0.0,0,2,13,0,9,3.923076923,5,1,0.0,0.0,4.0,3893420,1,3,0,0,0
0,3993,17,51,100.0,1,0.149606299,0.0,2,4,0.0,0.0,3,127,1,1,1,0.0,0,0,50,0,17,7.375,5,0,1.0,100.0,8.4,5707171,0,3,1,1,1
0,8206,12,249,76.92307692,0,0.0,0.1041666669999999,3,3,0.0,0.1927710839999999,0,75,1,0,1,0.0,0,5,17,0,12,7.5,7,0,0.8072289159999999,19.04761905,6.0,15425,1,3,0,0,0
0,2247,7,73,80.0,0,0.0,0.666666667,1,1,0.0,0.1643835619999999,0,36,0,0,0,0.0,0,5,7,0,7,6.0,4,0,0.835616438,9.090909091,4.0,13779,0,4,0,0,0
0,2031,7,37,55.55555556,0,0.0,0.142857143,4,2,0.095238095,0.567567568,0,24,0,0,1,0.0,0,4,15,0,0,0.0,3,0,0.432432432,38.88888889,5.0,962441,1,3,0,0,0
0,7133,9,227,100.0,0,0.0172413789999999,0.25,0,2,0.05,0.088105727,0,58,0,0,0,0.0,0,7,16,0,8,4.666666667,4,0,0.911894273,68.25396825,5.5,12,0,2,0,0,0
0,8018,17,19,44.44444444,0,0.028169014,0.0,1,2,0.0,0.263157895,1,142,1,0,1,0.0,0,4,34,0,17,7.909090909,7,0,0.736842105,100.0,9.333333333,0,0,2,1,1,1
0,8823,11,266,16.66666667,0,0.0,0.0,0,2,0.0,0.248120301,0,67,0,0,0,0.0,0,4,21,0,11,6.8,3,0,0.7518796990000001,97.93814433,8.0,24609,0,7,0,0,0
0,4633,8,0,0.0,0,0.0,0.0,2,3,0.0,0.0,0,42,1,0,1,0.0,1,0,19,0,5,4.0,5,1,0.0,0.0,7.0,8237707,0,6,0,0,1
0,2100,12,0,0.0,0,0.115384615,0.0,6,2,0.0,0.0,1,52,1,0,1,0.0,0,0,16,0,12,6.25,3,1,0.0,0.0,5.5,0,1,3,1,0,1
0,-1,10,203,90.90909091,0,0.0,0.5,4,2,0.0,0.039408867,0,95,1,0,0,0.0,0,6,12,0,10,5.818181817999999,6,0,0.960591133,56.25,3.5,7974,1,3,0,0,0
0,-1,16,66,100.0,0,0.0,0.0,4,3,0.666666667,0.045454545,0,49,0,0,1,0.0,0,5,24,0,12,8.0,3,0,0.954545455,50.0,9.5,608816,1,3,0,0,0
0,8346,34,25,37.5,0,0.108910891,0.0,3,2,0.0,0.56,0,101,1,0,1,0.0,0,10,15,0,34,12.0,7,0,0.44,0.0,5.0,1,0,4,0,1,1
0,4567,22,80,44.11764706,0,0.0,0.02,1,2,0.06,0.625,0,81,0,0,1,0.0,0,3,31,1,11,7.4,4,0,0.375,80.0,13.0,372555,0,4,0,0,0
0,7765,43,9,0.0,0,0.03030303,0.0,40,3,0.0,1.0,1,132,0,1,1,0.0,0,5,16,0,43,16.83333333,4,0,0.0,0.0,5.5,32,0,5,1,0,1
0,-1,15,12,100.0,0,0.0,1.0,4,2,0.0,0.083333333,0,30,0,0,1,0.0,0,3,22,0,0,0.0,2,0,0.916666667,92.85714286,9.0,378774,1,3,0,0,0
0,3638,13,65,100.0,0,0.0,0.111111111,0,1,0.018518519,0.8307692309999999,0,31,0,0,1,0.0,0,1,17,0,5,5.0,4,0,0.1692307689999999,97.14285714,13.0,758502,0,13,0,0,0
0,7130,9,663,100.0,0,0.0,0.606060606,0,2,0.181818182,0.0497737559999999,0,46,0,0,0,0.0,0,7,16,0,8,6.333333333,4,0,0.950226244,74.80916031,5.5,12,0,2,0,0,0
0,-2,7,157,100.0,0,0.08974359,1.0,1,1,0.0,0.0127388539999999,0,78,1,1,1,0.0,0,3,17,0,7,4.888888889,6,0,0.987261146,100.0,6.5,11543,0,6,0,1,0
0,3902,6,235,100.0,0,0.0,0.25,3,2,0.0,0.0170212769999999,0,21,0,0,0,0.0,0,3,13,0,0,0.0,3,0,0.982978723,85.71428571,4.5,544866,1,3,0,0,0
0,-1,11,15,83.33333333,0,0.076923077,0.2,1,3,0.0,0.333333333,0,52,1,0,1,0.0,0,2,11,0,11,5.8,5,0,0.666666667,0.0,5.0,4439212,0,5,0,0,1
0,5160,11,5,0.0,0,0.148648649,0.666666667,5,4,0.0,0.6,1,74,1,1,0,0.0,0,8,14,0,11,4.2,3,0,0.4,0.0,4.5,115,1,3,1,0,0
0,531,23,10,75.0,0,0.037037037,0.0,4,4,0.0,0.1,0,108,1,0,0,0.0,3,0,25,0,23,6.6,6,0,0.9,0.0,10.0,0,1,3,1,1,1
0,3993,17,51,100.0,1,0.192,0.0,6,4,0.0,0.0,3,125,1,1,1,0.0,0,0,50,0,17,8.142857142999999,4,0,1.0,100.0,8.4,5707171,0,3,1,1,1
0,954,6,300,100.0,0,0.0,1.0,1,1,0.0,0.0066666669999999,0,17,0,0,0,0.0,0,2,9,0,0,0.0,3,0,0.993333333,96.55172414,6.0,334510,0,6,0,0,0
0,4918,10,49,100.0,0,0.0,0.4,6,2,0.0,0.1020408159999999,0,43,0,0,0,0.0,0,5,14,0,10,4.5,4,0,0.8979591840000001,77.77777778,4.5,19671,1,3,0,0,0
0,-1,6,105,85.71428571,0,0.0,0.3,0,1,0.0,0.19047619,0,18,0,0,0,0.0,0,2,11,0,0,0.0,2,0,0.80952381,12.5,6.0,1111694,0,6,0,0,0
0,8299,10,0,0.0,0,0.15,0.0,2,4,0.0,0.0,0,60,1,0,1,0.0,1,3,18,0,7,4.0,7,1,0.0,0.0,6.5,41286,0,3,0,0,0
0,6609,14,116,87.09677419,0,0.085106383,0.285714286,6,2,0.071428571,0.120689655,0,47,1,0,0,0.148148148,0,5,27,0,8,5.0,4,0,0.879310345,0.0,11.0,931,0,8,0,0,1
0,31,200,9,100.0,0,0.181467181,0.0,8,6,0.0,0.0,0,259,1,0,1,0.0,2,0,13,0,200,25.55555556,5,0,1.0,0.0,9.0,0,1,9,1,0,1
0,6070,6,422,25.0,0,0.0,0.059259259,0,2,0.014814815,0.319905213,0,50,0,0,1,0.0,0,5,16,0,6,4.4,4,0,0.680094787,13.43283582,5.5,14592,0,5,0,0,0
0,8347,19,25,37.5,0,0.053097345,0.0,2,2,0.0,0.56,1,113,1,0,1,0.0,1,10,15,0,19,7.181818182000001,7,0,0.44,0.0,5.0,1,0,4,1,0,1
0,-1,10,17,100.0,0,0.0,0.0,4,3,0.0,0.235294118,0,60,1,0,0,0.0,2,1,21,0,9,6.5,6,0,0.764705882,63.63636364,6.5,0,1,3,0,1,1
0,1850,17,98,7.692307692000001,0,0.0,0.931034483,3,2,0.0,0.8877551020000001,0,39,1,0,1,0.0,0,0,25,0,5,5.0,4,0,0.112244898,3.333333333,10.0,0,1,3,0,0,1
0,7087,14,1,0.0,0,0.0,0.0,0,2,0.0,1.0,0,39,1,0,1,0.0,0,3,30,0,0,0.0,3,1,0.0,0.0,12.5,18105,0,11,0,0,1
0,5832,8,124,85.0,0,0.0,0.142857143,3,2,0.285714286,0.056451613,0,25,0,0,1,0.0,0,3,16,0,0,0.0,3,0,0.943548387,0.0,5.5,2383950,1,3,0,0,0
0,7295,16,14,0.0,0,0.027777778,0.846153846,2,2,0.615384615,0.928571429,0,36,1,0,1,0.034482759,0,5,29,0,0,0.0,2,0,0.071428571,14.28571429,12.0,0,0,8,0,0,1
0,5656,9,87,33.33333333,0,0.0,0.684210526,1,3,0.01754386,0.655172414,0,49,1,0,1,0.0,2,0,10,0,9,5.4,5,0,0.344827586,32.3943662,6.0,0,0,6,0,0,1
0,5143,7,87,66.66666667,0,0.0,0.0,1,2,0.1,0.114942529,0,45,0,0,1,0.0,0,5,11,0,7,4.4,4,0,0.885057471,0.0,6.0,45546,0,6,0,0,0
0,8217,9,159,88.46153846,0,0.0,0.333333333,2,2,0.0,0.075471698,0,63,0,0,1,0.0,0,8,21,0,6,3.25,7,0,0.924528302,65.21739129999999,8.0,213,0,7,0,1,0
0,-1,12,89,50.0,0,0.0,0.083333333,0,2,0.041666667,0.269662921,0,31,0,0,1,0.0,0,4,19,0,3,3.0,4,0,0.7303370790000001,42.42424242,12.0,788916,0,12,0,0,0
0,5158,8,30,100.0,0,0.0,0.0,0,2,0.0,0.133333333,0,26,0,0,1,0.0,0,8,19,0,0,0.0,2,0,0.8666666670000001,0.0,7.0,0,0,6,0,0,0
0,-12,12,23,20.0,0,0.0,0.352941176,2,2,0.0,0.739130435,0,40,1,0,1,0.0,1,0,15,0,5,3.5,5,0,0.260869565,0.0,12.0,0,0,12,0,0,1
0,-1,43,0,0.0,0,0.0,0.0,3,2,0.0,0.0,0,80,1,0,1,0.0,0,0,72,0,0,0.0,3,1,0.0,0.0,16.25,0,0,5,0,0,1
0,2480,8,78,42.85714286,0,0.0,0.081081081,3,2,0.054054054,0.474358974,0,24,0,0,1,0.0,0,4,16,0,0,0.0,3,0,0.5256410260000001,26.66666667,5.5,5257779,1,3,0,0,0
0,385,14,8,100.0,0,0.0,1.0,4,2,0.0,0.125,0,39,1,0,0,0.0,0,0,22,0,4,3.5,5,0,0.875,50.0,8.5,0,1,3,0,0,1
0,-1,8,19,60.0,0,0.0,0.0,1,2,0.0,0.473684211,0,63,0,0,1,0.0,3,1,11,0,8,4.625,6,0,0.526315789,100.0,7.0,6734931,0,7,0,1,1
0,3751,9,51,80.0,0,0.0,0.333333333,4,3,0.0,0.058823529,0,58,0,0,1,0.0,0,4,25,0,9,5.5,3,0,0.941176471,85.71428571,6.333333333,0,1,3,0,1,0
0,5456,7,24,60.0,0,0.0,0.0,0,2,0.0,0.25,0,42,1,0,1,0.0,0,3,18,0,7,7.0,3,0,0.75,0.0,4.0,124062,0,3,0,1,0
0,1834,20,4,100.0,0,0.076923077,0.0,3,2,0.0,0.0,0,65,1,0,1,0.11627907,0,0,43,0,13,13.0,4,0,1.0,100.0,19.0,0,0,18,0,0,1
0,7295,14,38,0.0,0,0.131147541,0.7,0,3,0.666666667,0.7894736840000001,0,61,1,0,1,0.0,0,5,27,0,4,3.333333333,5,0,0.210526316,26.66666667,11.0,0,0,8,0,0,1
0,658,32,1,100.0,0,0.19266055,0.0,1,3,0.0,0.0,0,109,1,1,1,0.0,4,0,20,0,32,8.111111111,9,1,1.0,0.0,14.0,9558747,0,14,0,1,1
0,505,301,17,0.0,0,0.121287129,0.125,6,2,0.875,0.470588235,3,404,1,1,1,0.0,7,0,11,0,301,37.5,6,0,0.529411765,50.0,7.0,0,0,7,2,1,1
0,8704,6,70,80.0,0,0.0,0.0,1,2,0.142857143,0.1,0,23,0,0,1,0.0,0,3,16,0,0,0.0,2,0,0.9,50.0,4.5,5332182,0,3,0,0,0
0,8018,36,26,7.692307692000001,0,0.03030303,0.0,2,2,0.086956522,0.884615385,0,99,1,0,1,0.0,1,4,25,0,36,8.142857142999999,6,0,0.115384615,0.0,6.333333333,0,0,2,1,1,1
0,1137,15,70,53.84615385,0,0.0,0.0606060609999999,4,2,0.03030303,0.471428571,0,32,1,0,1,0.0,0,3,23,1,0,0.0,3,0,0.528571429,31.57894737,9.0,1578580,1,3,0,0,0
0,7857,13,0,0.0,0,0.0,0.0,0,4,0.0,0.0,0,86,1,0,1,0.0,2,4,17,0,13,5.444444444,9,1,0.0,0.0,3.0,46701,0,3,0,1,1
0,7351,13,189,75.0,0,0.0,0.333333333,4,3,0.055555556,0.095238095,0,61,0,0,1,0.0,0,5,21,0,8,4.5,5,0,0.904761905,11.11111111,8.0,22839,1,3,0,0,0
0,-1,13,19,100.0,0,0.0,0.0,4,2,0.0,0.0,0,29,0,0,0,0.0,0,4,21,0,0,0.0,3,0,1.0,100.0,8.0,1274420,1,3,0,0,0
0,539,12,0,0.0,0,0.0,0.0,0,1,0.0,0.0,0,29,0,0,1,0.0,0,0,16,0,3,3.0,4,1,0.0,0.0,12.0,0,0,12,0,0,1
0,6255,17,204,61.53846154,0,0.0,0.0,4,2,0.0,0.1372549019999999,0,49,0,0,1,0.0,0,6,25,0,16,16.0,3,0,0.862745098,53.33333333,10.0,688,1,3,0,0,0
0,8934,10,42,66.66666667,0,0.0,0.0,0,2,0.166666667,0.142857143,0,28,0,0,1,0.0,0,5,19,0,0,0.0,3,0,0.857142857,33.33333333,7.0,18070,0,4,0,0,0
0,2192,32,88,85.71428571,0,0.253333333,0.5555555560000001,3,1,0.222222222,0.102272727,0,75,1,1,1,0.0,0,0,14,1,32,16.33333333,5,0,0.897727273,85.71428571,10.0,0,0,10,0,0,1
0,7296,20,9,0.0,0,0.0,0.375,0,2,0.0,0.8888888890000001,0,42,1,0,1,0.0,0,5,33,0,0,0.0,3,0,0.111111111,25.0,14.0,0,0,8,0,0,1
0,-1,24,12,75.0,0,0.0,0.25,1,3,0.75,0.333333333,0,72,0,0,1,0.0,2,4,31,0,7,3.714285714,5,0,0.666666667,0.0,24.0,967672,0,24,0,1,1
0,3588,10,55,100.0,0,0.0,0.5,3,3,0.0,0.036363636,0,39,0,0,0,0.0,0,3,18,0,7,5.5,3,0,0.963636364,80.0,6.5,2605178,1,3,0,0,0
0,4284,43,23,66.66666667,0,0.207407407,0.0,8,2,0.2,0.2173913039999999,3,135,1,1,1,0.0,2,1,21,0,43,14.0,6,0,0.7826086959999999,20.0,8.0,0,1,3,1,1,1
0,7586,14,187,100.0,0,0.0,0.0,4,2,0.0,0.005347594,0,49,0,0,1,0.0,0,5,22,0,11,9.0,3,0,0.994652406,91.66666667,8.5,988,1,3,0,0,0
0,6,13,0,0.0,0,0.0,0.0,1,1,0.0,0.0,0,26,1,0,1,0.0,0,0,17,0,0,0.0,3,1,0.0,0.0,13.0,0,0,13,0,0,1
0,95,7,44,100.0,0,0.0,0.0,0,1,0.0,0.0,0,20,0,0,1,0.0,0,0,11,0,0,0.0,3,0,1.0,100.0,7.0,0,0,7,0,0,1
0,2600,10,155,73.58490566,0,0.0,0.1836734689999999,4,2,0.163265306,0.316129032,0,26,0,0,0,0.0,0,3,17,0,0,0.0,3,0,0.683870968,0.0,6.5,0,1,3,0,0,0
0,-1,16,169,94.44444444,0,0.097560976,0.5,5,2,0.0,0.01183432,1,41,0,0,1,0.0,0,4,24,1,4,3.0,3,0,0.98816568,100.0,9.5,105102,1,3,1,0,0
0,3727,15,25,40.0,0,0.0,0.1363636359999999,3,2,0.0,0.88,0,31,0,0,1,0.0,0,2,23,0,0,0.0,3,0,0.12,0.0,9.0,10481070,1,3,0,0,0
0,90,16,21,75.0,0,0.0,0.0,4,2,0.0,0.095238095,0,39,1,0,1,0.0,0,0,24,0,6,6.0,4,0,0.904761905,100.0,9.5,0,1,3,0,0,1
0,4763,9,16,42.85714286,0,0.0,0.25,4,2,0.0,0.5,0,84,0,0,1,0.0,0,3,32,0,8,6.5,5,0,0.5,40.0,6.25,6179184,1,3,0,0,0
0,8019,26,26,7.692307692000001,0,0.056962025,0.0,4,2,0.086956522,0.884615385,2,158,1,0,1,0.0,0,4,39,0,26,7.461538462,7,0,0.115384615,0.0,11.0,0,0,2,1,1,1
0,8336,6,336,45.0,0,0.048780488,0.042016807,4,2,0.0,0.354166667,0,41,0,0,1,0.153846154,0,5,13,0,6,5.666666667,3,0,0.645833333,25.0,4.0,66410,1,3,0,0,0
0,1,14,237,88.23529412,0,0.0,0.114285714,4,1,0.028571429,0.147679325,1,49,1,0,1,0.0,0,0,21,0,7,4.0,4,0,0.852320675,84.32432432,8.0,0,0,2,1,1,1
0,6660,14,995,69.23076923,0,0.0,0.222222222,4,2,0.0,0.009045226,0,31,0,0,1,0.0,0,2,22,0,0,0.0,3,0,0.990954774,97.79005525,8.5,1791361,1,3,0,0,0
0,7298,24,55,0.0,0,0.0,0.2,0,2,0.0,0.727272727,0,45,0,0,1,0.0,0,5,37,1,0,0.0,3,0,0.272727273,36.84210526,16.0,0,0,8,0,0,0
